timestamp,location_name,requests,drivers,weather,event,base_fare,actual_price_paid
2025-11-15 02:20:40,Mall,51,56,Clear,None,100,100.0
2025-12-06 12:05:40,Suburbs,57,41,Clear,None,125,144.02
2025-11-21 15:27:40,City Center,96,85,Clear,None,126,126.0
2025-12-07 17:11:40,Suburbs,135,94,Clear,Concert,123,146.24
2025-12-08 06:11:40,Suburbs,74,69,Rainy,None,148,177.6
2025-12-08 03:54:40,Suburbs,80,51,Clear,Conference,122,157.98
2025-11-14 04:25:40,City Center,71,62,Foggy,None,139,139.0
2025-11-28 19:53:40,City Center,169,113,Rainy,None,137,196.8
2025-11-30 04:25:40,City Center,117,89,Clear,None,145,158.29
2025-11-23 21:01:40,City Center,190,92,Rainy,None,146,276.26
2025-11-14 18:03:40,City Center,148,121,Rainy,None,145,176.68
2025-11-25 14:25:40,Mall,48,31,Cloudy,None,109,139.38
2025-11-23 14:15:40,City Center,98,111,Clear,None,146,146.0
2025-11-28 14:19:40,Suburbs,52,50,Clear,None,137,137.0
2025-11-13 08:22:40,Suburbs,65,44,Clear,None,109,133.18
2025-11-25 16:46:40,Mall,50,52,Clear,None,101,101.0
2025-12-11 01:39:40,Suburbs,48,54,Clear,None,133,133.0
2025-11-18 16:59:40,City Center,82,76,Cloudy,None,124,124.0
2025-11-21 09:38:40,City Center,82,81,Clear,None,106,106.0
2025-12-01 13:52:40,Mall,50,34,Clear,None,142,172.74
2025-11-25 19:53:40,City Center,183,168,Rainy,None,138,165.6
2025-12-04 07:26:40,Suburbs,64,46,Clear,None,135,155.66
2025-11-18 16:05:40,City Center,80,64,Clear,None,125,130.0
2025-12-10 12:08:40,City Center,80,68,Clear,None,138,138.0
2025-11-29 08:57:40,Tech Park,159,103,Rainy,None,143,210.92
2025-11-15 07:13:40,Mall,84,78,Rainy,None,118,141.6
2025-11-16 13:18:40,Airport,134,108,Rainy,None,140,172.56
2025-12-01 20:38:40,Tech Park,77,47,Cloudy,None,106,143.17
2025-11-15 09:35:40,City Center,105,66,Clear,None,134,175.91
2025-12-08 08:08:40,Suburbs,67,47,Rainy,None,102,140.8
2025-12-03 04:49:40,Suburbs,65,55,Rainy,None,124,148.8
2025-11-17 17:07:40,Airport,96,107,Foggy,None,129,129.0
2025-12-08 05:37:40,Tech Park,76,63,Clear,Sports,143,143.73
2025-11-21 11:27:40,Suburbs,39,35,Clear,None,100,100.0
2025-12-05 04:36:40,City Center,91,86,Clear,None,147,147.0
2025-11-30 00:23:40,Mall,57,66,Clear,None,136,136.0
2025-12-11 13:21:40,Suburbs,52,62,Cloudy,None,106,106.0
2025-11-22 19:22:40,City Center,134,90,Clear,None,142,174.82
2025-11-24 11:43:40,City Center,109,88,Rainy,None,123,151.4
2025-11-29 12:41:40,Tech Park,61,57,Clear,None,133,133.0
2025-11-24 17:37:40,Tech Park,165,163,Clear,None,104,104.0
2025-11-23 06:48:40,Suburbs,65,42,Clear,None,147,187.88
2025-11-14 13:23:40,Tech Park,60,68,Cloudy,None,102,102.0
2025-11-13 13:34:40,Airport,76,85,Clear,None,127,127.0
2025-12-04 04:33:40,Tech Park,75,57,Rainy,None,137,177.09
2025-11-28 02:37:40,Tech Park,60,65,Cloudy,None,129,129.0
2025-12-11 23:57:40,City Center,80,61,Foggy,None,145,157.93
2025-11-19 07:45:40,Mall,73,61,Rainy,None,105,126.0
2025-11-19 21:29:40,Tech Park,115,133,Clear,Conference,128,128.0
2025-11-24 00:44:40,Mall,65,32,Rainy,None,109,203.28
2025-11-18 18:20:40,Suburbs,92,44,Rainy,None,110,210.4
2025-11-17 21:16:40,Suburbs,74,48,Foggy,None,140,178.27
2025-11-23 20:45:40,Suburbs,101,74,Foggy,None,110,124.51
2025-11-27 18:25:40,Tech Park,160,125,Cloudy,None,137,145.77
2025-11-26 08:05:40,Tech Park,106,93,Clear,None,126,126.0
2025-12-06 07:58:40,City Center,84,77,Clear,None,106,106.0
2025-11-24 12:06:40,City Center,116,69,Cloudy,Conference,106,146.8
2025-11-20 11:19:40,Airport,63,62,Clear,None,101,101.0
2025-11-24 05:50:40,Suburbs,37,32,Clear,None,130,130.0
2025-12-11 00:28:40,City Center,121,85,Rainy,None,123,169.6
2025-11-19 05:51:40,City Center,80,81,Cloudy,None,109,109.0
2025-11-18 19:10:40,City Center,102,63,Clear,None,125,166.9
2025-11-23 05:48:40,Suburbs,75,39,Rainy,None,110,195.63
2025-12-09 10:33:40,Tech Park,103,119,Clear,None,107,107.0
2025-11-30 17:12:40,Airport,176,130,Rainy,None,105,138.92
2025-12-01 21:04:40,Tech Park,65,67,Clear,None,111,111.0
2025-11-19 15:09:40,Airport,66,69,Clear,None,128,128.0
2025-11-14 02:19:40,Airport,76,91,Clear,None,140,140.0
2025-11-30 06:41:40,Airport,67,50,Clear,None,111,123.43
2025-11-17 07:48:40,Mall,53,56,Clear,None,123,123.0
2025-11-23 01:45:40,Suburbs,60,68,Clear,None,105,105.0
2025-11-20 22:24:40,Mall,47,51,Clear,None,132,132.0
2025-12-01 13:13:40,Tech Park,53,48,Clear,None,136,136.0
2025-11-15 16:31:40,City Center,96,91,Foggy,None,105,105.0
2025-12-07 10:47:40,Suburbs,64,68,Cloudy,None,135,135.0
2025-11-21 04:51:40,City Center,78,67,Clear,None,111,111.0
2025-11-26 05:19:40,Suburbs,54,37,Clear,None,142,171.47
2025-11-16 16:59:40,Suburbs,83,61,Rainy,None,119,158.09
2025-11-26 14:00:40,Mall,44,28,Clear,None,132,171.22
2025-11-18 20:23:40,Suburbs,104,50,Rainy,None,124,236.1
2025-11-29 00:40:40,Mall,60,55,Clear,None,122,122.0
2025-11-28 08:54:40,City Center,136,96,Clear,Sports,107,125.55
2025-11-28 13:39:40,Suburbs,54,63,Foggy,None,109,109.0
2025-12-02 08:08:40,Airport,75,54,Foggy,None,115,132.38
2025-11-26 00:11:40,Airport,60,47,Clear,None,132,140.09
2025-11-17 21:51:40,Mall,98,77,Rainy,None,137,172.37
2025-12-02 17:08:40,Mall,135,151,Clear,Concert,100,100.0
2025-11-13 09:50:40,City Center,116,86,Rainy,None,118,155.65
2025-12-07 05:06:40,Suburbs,59,56,Clear,None,107,107.0
2025-11-30 04:40:40,Suburbs,60,36,Clear,None,125,171.67
2025-11-15 18:23:40,Suburbs,91,96,Clear,None,105,105.0
2025-11-23 16:36:40,Tech Park,52,51,Cloudy,None,114,114.0
2025-11-18 15:29:40,Suburbs,43,41,Clear,None,145,145.0
2025-12-07 17:21:40,Mall,75,62,Clear,None,112,112.87
2025-11-28 13:14:40,Tech Park,43,46,Clear,None,141,141.0
2025-11-29 13:14:40,Suburbs,57,38,Clear,None,112,138.88
2025-11-23 00:45:40,Airport,93,65,Clear,None,141,167.03
2025-11-16 19:58:40,Suburbs,83,70,Clear,None,109,109.0
2025-11-28 16:47:40,City Center,115,95,Rainy,None,133,160.72
2025-12-02 20:07:40,City Center,125,116,Clear,None,109,109.0
2025-11-18 19:43:40,Suburbs,80,68,Clear,None,138,138.0
2025-12-05 00:39:40,City Center,83,94,Clear,None,144,144.0
2025-11-21 00:26:40,City Center,75,60,Foggy,None,103,107.12
2025-11-17 02:47:40,Tech Park,73,55,Rainy,None,102,132.79
2025-12-10 18:10:40,Suburbs,76,66,Clear,None,107,107.0
2025-11-12 22:04:40,Suburbs,54,49,Cloudy,None,129,129.0
2025-12-05 15:43:40,Tech Park,47,55,Clear,None,104,104.0
2025-12-11 03:46:40,City Center,104,92,Rainy,None,115,138.0
2025-11-19 21:22:40,Tech Park,99,64,Rainy,None,120,177.3
2025-12-07 04:08:40,Mall,58,55,Clear,None,105,105.0
2025-11-24 20:09:40,Tech Park,72,60,Clear,None,137,137.0
2025-11-29 22:32:40,Airport,125,72,Rainy,None,113,184.06
2025-11-18 04:47:40,Suburbs,51,48,Clear,None,132,132.0
2025-11-18 05:09:40,Suburbs,61,40,Rainy,None,124,181.04
2025-11-16 11:15:40,Suburbs,61,52,Clear,None,112,112.0
2025-11-18 12:37:40,Suburbs,53,51,Clear,None,122,122.0
2025-11-17 01:13:40,Suburbs,43,45,Clear,None,130,130.0
2025-12-03 09:41:40,Mall,40,26,Clear,None,115,146.14
2025-11-28 15:14:40,Airport,90,50,Rainy,None,135,226.8
2025-11-21 01:54:40,Tech Park,68,44,Rainy,None,126,186.02
2025-12-01 00:18:40,Suburbs,69,46,Clear,None,120,148.8
2025-12-08 13:48:40,City Center,113,54,Rainy,None,149,285.2
2025-11-23 14:35:40,Tech Park,49,42,Cloudy,None,125,125.0
2025-11-19 22:12:40,City Center,79,66,Clear,None,137,137.0
2025-12-03 22:14:40,Tech Park,49,54,Clear,None,139,139.0
2025-11-30 01:47:40,Tech Park,59,66,Clear,None,122,122.0
2025-11-30 02:54:40,Tech Park,94,58,Clear,Conference,122,163.06
2025-12-07 14:47:40,City Center,92,74,Clear,None,114,117.94
2025-12-08 22:01:40,Airport,57,60,Clear,None,109,109.0
2025-12-11 23:56:40,City Center,88,104,Clear,None,114,114.0
2025-11-30 04:41:40,City Center,139,68,Rainy,None,149,279.42
2025-12-06 17:47:40,City Center,143,130,Clear,None,131,131.0
2025-12-03 05:44:40,City Center,118,101,Clear,Sports,124,124.0
2025-11-20 17:12:40,Mall,79,86,Clear,None,138,138.0
2025-11-19 21:59:40,City Center,128,90,Clear,None,131,154.29
2025-12-02 13:10:40,Suburbs,58,39,Cloudy,Sports,114,140.19
2025-11-29 17:21:40,Mall,85,89,Clear,None,132,132.0
2025-11-18 12:09:40,City Center,92,97,Clear,None,146,146.0
2025-11-28 04:46:40,Suburbs,39,42,Clear,None,142,142.0
2025-11-14 05:03:40,Suburbs,61,52,Rainy,None,135,162.0
2025-11-25 16:16:40,Tech Park,55,55,Foggy,None,115,115.0
2025-12-06 10:49:40,Tech Park,105,103,Clear,None,109,109.0
2025-11-13 03:56:40,Suburbs,54,52,Clear,None,103,103.0
2025-12-05 23:11:40,Suburbs,50,33,Clear,None,103,128.97
2025-12-07 23:10:40,Airport,110,78,Rainy,None,145,198.39
2025-11-21 06:36:40,Airport,145,105,Rainy,Conference,144,193.65
2025-12-02 21:14:40,City Center,163,140,Rainy,None,146,175.2
2025-11-23 16:47:40,Mall,88,47,Rainy,None,105,182.48
2025-12-03 11:17:40,Tech Park,52,42,Clear,None,149,153.54
2025-12-02 02:15:40,Suburbs,63,39,Clear,None,134,178.53
2025-11-15 22:40:40,Tech Park,68,60,Foggy,None,105,105.0
2025-11-30 15:44:40,City Center,132,111,Rainy,None,145,174.0
2025-11-17 16:34:40,City Center,138,69,Rainy,None,129,237.36
2025-11-19 02:20:40,City Center,119,125,Clear,Concert,141,141.0
2025-11-17 22:39:40,Tech Park,30,34,Clear,None,120,120.0
2025-11-24 07:36:40,Suburbs,64,54,Clear,None,113,113.0
2025-11-16 05:35:40,Suburbs,65,52,Cloudy,None,124,128.96
2025-12-02 15:18:40,Mall,55,35,Clear,None,121,156.95
2025-11-25 23:09:40,Suburbs,48,51,Cloudy,None,148,148.0
2025-11-27 01:11:40,Airport,68,67,Clear,None,101,101.0
2025-11-12 12:40:40,Tech Park,45,30,Clear,None,109,135.16
2025-11-24 06:17:40,City Center,104,66,Rainy,None,145,217.59
2025-11-21 14:34:40,Suburbs,44,52,Clear,None,125,125.0
2025-12-02 16:21:40,Suburbs,45,48,Clear,None,138,138.0
2025-11-30 18:53:40,Tech Park,217,198,Clear,None,123,123.0
2025-12-05 13:06:40,Tech Park,53,60,Clear,None,117,117.0
2025-11-17 07:14:40,Airport,86,48,Rainy,None,136,227.57
2025-11-24 07:34:40,City Center,65,70,Clear,None,145,145.0
2025-12-10 04:54:40,Mall,55,65,Clear,None,130,130.0
2025-11-30 15:13:40,City Center,97,110,Clear,None,104,104.0
2025-12-05 08:57:40,City Center,81,63,Foggy,None,110,117.54
2025-11-27 16:56:40,Tech Park,50,40,Clear,None,125,130.0
2025-11-15 07:02:40,Tech Park,54,43,Foggy,None,146,152.52
2025-12-02 14:32:40,Tech Park,66,46,Rainy,None,114,158.21
2025-12-05 02:25:40,Airport,66,42,Clear,None,138,179.01
2025-11-19 21:16:40,Tech Park,69,70,Clear,None,124,124.0
2025-12-08 10:19:40,City Center,87,86,Clear,None,117,117.0
2025-11-27 03:08:40,Airport,69,77,Clear,None,107,107.0
2025-11-22 21:40:40,Suburbs,88,91,Cloudy,None,125,125.0
2025-12-06 10:21:40,City Center,231,203,Rainy,Conference,144,172.8
2025-12-02 03:48:40,Tech Park,45,30,Clear,None,137,169.88
2025-12-06 05:31:40,Suburbs,55,42,Clear,None,113,122.9
2025-12-05 05:51:40,City Center,84,95,Cloudy,None,115,115.0
2025-12-06 23:15:40,Tech Park,54,50,Clear,None,120,120.0
2025-11-21 21:58:40,Tech Park,79,89,Clear,None,100,100.0
2025-11-29 00:35:40,Airport,133,106,Clear,Concert,128,133.6
2025-11-24 02:52:40,Airport,104,75,Rainy,None,127,171.37
2025-12-05 18:02:40,Suburbs,94,98,Clear,None,100,100.0
2025-12-04 21:50:40,Airport,101,63,Clear,None,107,141.51
2025-11-26 05:38:40,Suburbs,53,46,Clear,None,119,119.0
2025-12-03 15:42:40,Suburbs,58,50,Clear,None,148,148.0
2025-11-24 07:50:40,Suburbs,77,74,Clear,Sports,123,123.0
2025-12-07 04:57:40,Tech Park,64,55,Clear,None,145,145.0
2025-11-18 03:53:40,Suburbs,52,56,Cloudy,None,138,138.0
2025-12-05 21:38:40,Tech Park,56,35,Clear,None,146,192.72
2025-11-13 18:18:40,Airport,104,69,Clear,None,127,158.22
2025-12-05 20:46:40,Tech Park,71,71,Clear,None,140,140.0
2025-12-06 11:53:40,Suburbs,73,82,Clear,None,119,119.0
2025-11-20 15:20:40,Suburbs,89,81,Foggy,Conference,142,142.0
2025-12-06 12:07:40,City Center,166,146,Clear,Concert,123,123.0
2025-12-09 02:55:40,City Center,77,71,Clear,None,137,137.0
2025-12-07 11:30:40,City Center,98,64,Clear,None,110,139.15
2025-11-19 13:36:40,Suburbs,50,34,Clear,None,106,128.95
2025-11-14 17:30:40,City Center,261,172,Rainy,Festival,134,194.83
2025-11-20 14:41:40,Suburbs,52,37,Clear,None,111,129.24
2025-12-02 22:47:40,City Center,129,85,Clear,Conference,145,181.85
2025-12-08 07:29:40,Suburbs,56,43,Clear,None,136,147.13
2025-11-13 23:12:40,City Center,93,101,Cloudy,None,148,148.0
2025-11-30 01:55:40,City Center,93,86,Cloudy,None,136,136.0
2025-11-23 11:11:40,Suburbs,69,53,Clear,None,131,141.68
2025-11-15 20:00:40,City Center,139,95,Clear,None,134,162.21
2025-12-08 16:35:40,Airport,73,70,Clear,None,136,136.0
2025-11-25 14:54:40,City Center,94,86,Clear,None,111,111.0
2025-11-19 17:48:40,City Center,180,161,Rainy,None,111,133.2
2025-11-22 02:36:40,City Center,153,145,Clear,Conference,135,135.0
2025-11-17 12:12:40,Suburbs,52,42,Clear,None,116,119.54
2025-12-03 13:29:40,Tech Park,52,56,Clear,None,134,134.0
2025-11-26 00:06:40,Mall,53,39,Clear,None,137,154.42
2025-11-27 14:49:40,Suburbs,63,55,Clear,None,128,128.0
2025-11-16 12:28:40,Tech Park,78,67,Rainy,None,123,147.6
2025-11-23 12:09:40,City Center,107,65,Cloudy,None,100,135.69
2025-11-14 19:06:40,Tech Park,221,175,Rainy,None,100,125.03
2025-11-26 10:34:40,Tech Park,107,108,Clear,None,130,130.0
2025-11-13 10:04:40,Suburbs,52,31,Clear,None,118,163.07
2025-12-08 20:33:40,Tech Park,117,82,Rainy,None,101,139.53
2025-11-19 15:33:40,City Center,74,56,Foggy,None,128,140.43
2025-11-28 23:25:40,Suburbs,47,31,Clear,None,116,145.34
2025-11-23 23:09:40,Suburbs,63,63,Clear,None,113,113.0
2025-12-04 15:04:40,Tech Park,51,34,Foggy,None,122,151.28
2025-11-16 08:08:40,Suburbs,68,51,Clear,None,148,163.79
2025-11-29 05:25:40,City Center,102,116,Clear,None,123,123.0
2025-11-22 05:50:40,City Center,91,74,Clear,None,118,120.81
2025-11-16 11:36:40,Suburbs,82,53,Rainy,None,111,164.03
2025-12-04 23:44:40,City Center,141,96,Clear,Sports,120,145.8
2025-11-20 22:03:40,Tech Park,41,47,Clear,None,108,108.0
2025-11-21 08:43:40,Suburbs,96,63,Rainy,Conference,140,204.27
2025-11-13 10:01:40,Suburbs,47,49,Clear,None,117,117.0
2025-12-01 11:07:40,Tech Park,53,59,Foggy,None,132,132.0
2025-12-01 17:30:40,Airport,132,109,Rainy,None,127,153.52
2025-11-26 01:47:40,Airport,56,56,Clear,None,148,148.0
2025-11-15 09:16:40,Tech Park,126,144,Clear,None,101,101.0
2025-12-12 07:08:40,Tech Park,55,62,Cloudy,None,123,123.0
2025-11-21 08:51:40,Suburbs,54,57,Cloudy,None,146,146.0
2025-11-19 21:27:40,Suburbs,84,63,Cloudy,None,131,144.97
2025-12-03 14:14:40,City Center,107,51,Rainy,None,142,272.42
2025-11-27 00:26:40,Suburbs,51,49,Foggy,None,107,107.0
2025-11-20 07:31:40,Suburbs,44,39,Clear,None,114,114.0
2025-12-08 20:34:40,Suburbs,143,170,Clear,Festival,149,149.0
2025-11-23 23:59:40,City Center,152,95,Rainy,None,118,179.36
2025-11-28 06:57:40,Mall,70,76,Clear,Concert,146,146.0
2025-11-28 11:54:40,Suburbs,53,42,Rainy,None,149,186.18
2025-11-16 14:02:40,City Center,90,73,Clear,None,120,123.16
2025-12-01 06:19:40,Airport,71,62,Cloudy,None,102,102.0
2025-12-08 17:56:40,Tech Park,156,186,Clear,None,149,149.0
2025-12-11 23:29:40,Suburbs,73,48,Rainy,None,125,182.08
2025-11-19 21:08:40,Suburbs,77,74,Clear,None,125,125.0
2025-11-12 21:22:40,Tech Park,148,175,Cloudy,Festival,107,107.0
2025-11-26 01:39:40,Tech Park,63,53,Rainy,None,119,142.8
2025-12-02 01:50:40,Tech Park,58,47,Foggy,None,127,130.46
2025-12-08 00:00:40,Tech Park,42,45,Clear,None,121,121.0
2025-12-01 08:59:40,City Center,101,91,Clear,None,106,106.0
2025-11-26 11:51:40,Airport,53,40,Clear,None,116,127.6
2025-12-10 23:38:40,Suburbs,55,64,Clear,None,121,121.0
2025-12-06 10:43:40,City Center,98,77,Clear,None,118,124.87
2025-11-13 05:55:40,Suburbs,93,99,Foggy,Festival,141,141.0
2025-11-18 04:58:40,Suburbs,43,47,Clear,None,127,127.0
2025-12-02 00:15:40,Suburbs,49,53,Clear,None,135,135.0
2025-11-26 08:14:40,Suburbs,49,37,Foggy,None,144,158.32
2025-11-24 05:47:40,Suburbs,52,42,Clear,None,109,112.32
2025-11-28 09:01:40,City Center,92,65,Clear,None,111,130.13
2025-11-25 23:56:40,Tech Park,77,69,Rainy,None,136,163.2
2025-11-28 11:27:40,City Center,77,81,Clear,None,120,120.0
2025-11-25 05:18:40,Airport,75,80,Clear,None,108,108.0
2025-11-18 19:51:40,Mall,78,80,Clear,None,120,120.0
2025-11-20 04:11:40,City Center,76,83,Clear,None,139,139.0
2025-11-26 12:21:40,Tech Park,85,94,Clear,Sports,116,116.0
2025-11-26 06:16:40,Tech Park,59,61,Clear,None,146,146.0
2025-12-01 00:35:40,Mall,42,43,Clear,None,117,117.0
2025-12-11 03:51:40,City Center,78,79,Foggy,None,118,118.0
2025-11-15 22:20:40,Suburbs,60,67,Cloudy,None,112,112.0
2025-11-13 17:58:40,Tech Park,167,168,Cloudy,None,143,143.0
2025-12-01 18:21:40,Suburbs,59,68,Foggy,None,149,149.0
2025-11-29 08:38:40,Mall,74,36,Rainy,None,110,207.29
2025-11-30 20:43:40,Suburbs,134,68,Rainy,None,132,239.77
2025-12-03 07:16:40,City Center,64,53,Clear,None,132,132.8
2025-11-15 01:48:40,Tech Park,67,80,Clear,None,123,123.0
2025-11-22 23:49:40,Suburbs,60,70,Cloudy,None,104,104.0
2025-11-30 11:00:40,Suburbs,53,34,Clear,None,102,131.28
2025-11-28 04:08:40,Suburbs,52,33,Clear,None,137,178.18
2025-11-28 02:50:40,City Center,83,63,Clear,None,133,145.5
2025-11-23 16:57:40,Suburbs,64,58,Clear,None,101,101.0
2025-12-02 15:47:40,City Center,83,96,Clear,None,120,120.0
2025-12-06 02:22:40,Suburbs,81,60,Rainy,None,148,195.36
2025-11-12 12:25:40,Mall,43,51,Clear,None,116,116.0
2025-12-08 15:28:40,City Center,78,67,Clear,None,108,108.0
2025-11-29 10:56:40,Mall,64,46,Clear,None,138,159.12
2025-11-29 18:47:40,Tech Park,316,270,Clear,Concert,132,132.0
2025-11-26 21:53:40,Suburbs,87,77,Clear,None,112,112.0
