timestamp,city,location_name,latitude,longitude,requests,drivers,weather,event,base_fare,actual_price_paid
2025-12-01 18:28:41,Mumbai,Andheri,19.115249846712228,72.86696247434867,88,56,Clear,None,195.75,209.73
2025-11-08 09:38:41,Bangalore,MG Road,12.982995202325203,77.59298964016891,73,43,Clear,None,261.07,312.68
2025-12-03 11:30:41,Mumbai,Andheri,19.11246544141152,72.8706298149434,72,48,Clear,None,273.92,273.92
2025-11-18 12:23:41,Mumbai,Bandra Kurla Complex,19.069550504047143,72.87680543514901,58,62,Clear,None,111.08,111.08
2025-11-21 15:13:41,Bangalore,MG Road,12.981186203179893,77.59988485121181,63,53,Clear,None,220.14,220.14
2025-12-01 00:06:41,Mumbai,Nariman Point,18.93303947216067,72.82241091573825,57,39,Smog/Haze,None,284.55,284.55
2025-10-23 23:52:41,Bangalore,Indiranagar,12.977898451711559,77.63776305374819,44,24,Humid,None,293.08,390.77
2025-11-21 14:57:41,Delhi,Noida Sector 18,28.566464051509545,77.31562741633044,61,36,Clear,None,321.88,384.47
2025-10-19 18:42:41,Bangalore,Koramangala,12.938666190399,77.63734798316571,118,66,Smog/Haze,None,173.0,222.8
2025-11-16 19:39:41,Bangalore,Whitefield,12.968205962885197,77.73957864558223,292,280,Smog/Haze,None,340.75,340.75
2025-10-30 17:17:41,Bangalore,Koramangala,12.937339591905664,77.62699289607347,59,55,Clear,None,212.71,212.71
2025-10-19 16:57:41,Mumbai,Andheri,19.113359469993213,72.87321043624353,87,85,Clear,None,147.37,147.37
2025-12-06 17:00:41,Mumbai,Andheri,19.11992188845721,72.87292537606133,91,48,Humid,None,150.08,209.49
2025-12-04 06:01:41,Mumbai,Juhu Beach,19.097251251422797,72.82577115384646,49,49,Clear,None,161.8,161.8
2025-10-24 21:47:41,Mumbai,CSMT,18.943495888718893,72.835946285701,95,93,Humid,None,114.83,114.83
2025-10-30 09:42:41,Delhi,Saket,28.52305561800316,77.22030991496003,63,49,Clear,None,302.1,302.1
2025-12-04 08:06:41,Mumbai,Andheri,19.13288969836745,72.88507786946715,100,63,Monsoon Rain,Wedding Season,245.3,389.36
2025-10-17 14:50:41,Mumbai,Juhu Beach,19.103675495634093,72.82879596299695,74,55,Clear,None,163.65,163.65
2025-11-06 16:27:41,Mumbai,Nariman Point,18.91948061561758,72.83615905131373,67,64,Clear,None,321.77,321.77
2025-11-06 11:57:41,Delhi,Noida Sector 18,28.56574482439522,77.33171253439585,59,48,Humid,None,334.29,334.29
2025-11-17 09:54:41,Bangalore,Koramangala,12.935052851905121,77.62497552060854,63,33,Clear,None,301.49,424.83
2025-10-31 00:14:41,Bangalore,MG Road,12.978605780729785,77.59306622759674,60,38,Clear,None,315.98,340.93
2025-11-23 00:49:41,Delhi,Saket,28.523287585141507,77.22146500390595,148,67,Monsoon Rain,None,252.45,557.66
2025-11-10 19:52:41,Delhi,Connaught Place,28.62626484548432,77.22170486792359,95,76,Smog/Haze,None,317.29,317.29
2025-11-20 19:58:41,Mumbai,CSMT,18.93690260386166,72.83693815560713,142,57,Monsoon Rain,None,179.62,447.47
2025-12-03 03:38:41,Delhi,Connaught Place,28.633694755042946,77.22586577450097,54,36,Clear,None,107.3,107.3
2025-10-17 10:23:41,Mumbai,Nariman Point,18.930512802470577,72.82562585235104,95,61,Monsoon Rain,None,137.19,213.66
2025-12-10 21:13:41,Bangalore,Whitefield,12.969387676339373,77.75599708786717,105,53,Clear,None,264.81,392.22
2025-11-26 00:15:41,Bangalore,MG Road,12.977359620449578,77.59472522803048,116,60,Monsoon Rain,None,355.07,686.47
2025-12-06 11:25:41,Delhi,Gurgaon Cyber Hub,28.497492137637682,77.09657691355861,118,116,Clear,Office Rush,147.05,147.05
2025-10-24 08:11:41,Bangalore,Indiranagar,12.970237740956145,77.64212396377756,57,36,Clear,None,140.51,152.22
2025-12-10 08:58:41,Bangalore,Whitefield,12.964438788638104,77.75272727014861,220,97,Monsoon Rain,None,225.31,511.01
2025-12-01 23:28:41,Mumbai,Andheri,19.118933538775643,72.87097426741211,76,67,Clear,None,323.47,323.47
2025-11-08 18:48:41,Delhi,IGI Airport,28.553250154441905,77.10910309899884,144,83,Clear,None,251.8,310.96
2025-11-23 11:41:41,Mumbai,Nariman Point,18.92395795960304,72.82562724497274,72,50,Clear,None,103.76,103.76
2025-10-15 11:38:41,Mumbai,Andheri,19.109988404112016,72.86585480532493,91,72,Humid,Office Rush,147.05,147.05
2025-11-03 15:53:41,Mumbai,Nariman Point,18.933034294943532,72.82513967167073,102,64,Monsoon Rain,None,323.77,516.0
2025-10-21 14:58:41,Delhi,Noida Sector 18,28.572435130782633,77.32983666710282,97,31,Monsoon Rain,None,258.39,808.52
2025-10-25 04:40:41,Bangalore,Electronic City,12.836694136233774,77.66648518370978,74,50,Clear,None,292.76,292.76
2025-10-29 19:09:41,Bangalore,MG Road,12.97440542849215,77.60092641077867,161,145,Clear,Office Rush,314.97,314.97
2025-11-02 00:01:41,Bangalore,MG Road,12.974353683342205,77.59936033863289,148,47,Monsoon Rain,None,269.29,847.97
2025-12-07 09:05:41,Bangalore,Koramangala,12.936820505448193,77.62445289295398,62,57,Clear,None,130.27,130.27
2025-11-04 14:47:41,Delhi,Noida Sector 18,28.575127230593317,77.32863235844376,54,49,Clear,IPL Match,263.6,474.48
2025-11-13 10:00:41,Mumbai,Andheri,19.113681614341704,72.86865206023771,260,62,Monsoon Rain,Diwali Rush,251.97,1007.88
2025-11-26 13:54:41,Delhi,Saket,28.524586538279273,77.21153679663044,62,60,Clear,Office Rush,266.84,266.84
2025-12-12 01:40:41,Delhi,Noida Sector 18,28.563998818577467,77.32910711837404,60,57,Clear,None,192.42,192.42
2025-11-14 10:32:41,Mumbai,Bandra Kurla Complex,19.065542235778228,72.86848536094509,82,81,Clear,Office Rush,243.66,243.66
2025-11-13 09:04:41,Bangalore,Koramangala,12.940429995981315,77.62537874695386,271,113,Monsoon Rain,Diwali Rush,164.73,395.05
2025-10-17 10:58:41,Bangalore,Indiranagar,12.966735878393116,77.64069523307595,60,38,Clear,None,308.09,332.41
2025-10-22 03:57:41,Mumbai,Juhu Beach,19.093393707143925,72.82608460601648,52,50,Clear,None,290.23,290.23
2025-11-15 09:21:41,Bangalore,MG Road,12.971637786463031,77.59947025244361,86,69,Humid,None,115.18,115.18
2025-10-13 16:10:41,Delhi,Gurgaon Cyber Hub,28.490379406301805,77.09607601793738,144,57,Clear,Diwali Rush,264.42,535.8
2025-10-23 14:43:41,Delhi,Connaught Place,28.633498082554794,77.21952866054448,65,64,Humid,None,303.49,303.49
2025-12-04 20:06:41,Bangalore,Koramangala,12.940919544790043,77.62502514057871,91,73,Clear,None,136.37,136.37
2025-12-03 18:59:41,Delhi,Connaught Place,28.62656713512163,77.22191086245161,103,56,Clear,None,127.88,171.26
2025-11-10 03:35:41,Mumbai,Juhu Beach,19.096768106550343,72.82982059744664,60,35,Clear,None,93.92,114.05
2025-12-02 00:43:41,Mumbai,Nariman Point,18.928274637968745,72.81594987402589,121,77,Monsoon Rain,Office Rush,213.37,335.3
2025-11-26 22:12:41,Bangalore,MG Road,12.979201460240253,77.60204267615349,105,60,Monsoon Rain,None,345.39,604.43
2025-10-23 10:39:41,Bangalore,Koramangala,12.934820745639867,77.6253818030247,94,50,Monsoon Rain,None,87.93,165.3
2025-10-24 23:54:41,Mumbai,Juhu Beach,19.094774684566353,72.82996207905813,46,43,Smog/Haze,Wedding Season,343.51,343.51
2025-11-01 17:56:41,Bangalore,Indiranagar,12.97213543547073,77.63910016606457,96,51,Clear,None,316.14,437.02
2025-12-03 07:13:41,Bangalore,Electronic City,12.838762369498873,77.67353063154759,52,36,Clear,None,216.78,216.78
2025-11-12 17:16:41,Delhi,Noida Sector 18,28.57342156895012,77.32723913148065,56,59,Clear,None,192.59,192.59
2025-10-27 09:28:41,Delhi,Saket,28.524519957647282,77.20527721768948,66,52,Clear,None,99.36,99.36
2025-10-14 06:40:41,Mumbai,Juhu Beach,19.095959676842998,72.82127131358308,102,32,Monsoon Rain,None,306.6,977.3
2025-10-16 00:40:41,Bangalore,Whitefield,12.968372110315636,77.74940188572948,91,30,Monsoon Rain,None,251.56,763.08
2025-10-21 08:17:41,Delhi,Noida Sector 18,28.5795176680176,77.33120469917425,73,69,Clear,None,102.07,102.07
2025-11-13 03:37:41,Bangalore,Indiranagar,12.966269723709189,77.63748477038843,50,33,Clear,None,366.42,371.97
2025-11-21 11:03:41,Delhi,IGI Airport,28.553576948388866,77.09995507248424,70,56,Humid,None,147.72,147.72
2025-12-05 02:25:41,Delhi,Noida Sector 18,28.574593607220443,77.32150697882214,94,51,Monsoon Rain,None,216.25,398.57
2025-11-05 10:09:41,Mumbai,Nariman Point,18.91365692963158,72.81989100410047,64,52,Clear,None,287.18,287.18
2025-11-29 00:25:41,Mumbai,Andheri,19.11460437737954,72.87358349295815,72,37,Humid,None,185.7,268.51
2025-10-30 18:33:41,Mumbai,Nariman Point,18.91882132621032,72.83219992933995,225,119,Humid,Diwali Rush,126.08,175.34
2025-10-17 14:46:41,Delhi,Connaught Place,28.63002513927335,77.22024224573542,107,35,Monsoon Rain,None,114.2,349.14
2025-11-01 10:16:41,Mumbai,Andheri,19.10973061028383,72.86651634376999,70,49,Clear,None,134.06,134.06
2025-10-19 14:19:41,Mumbai,Bandra Kurla Complex,19.073760174639347,72.86871703354707,67,61,Clear,None,96.38,96.38
2025-10-15 03:21:41,Bangalore,Koramangala,12.938376098888702,77.618628158976,105,54,Monsoon Rain,Office Rush,172.95,336.29
2025-12-09 14:28:41,Bangalore,Koramangala,12.94132369378588,77.63221730181961,59,56,Clear,None,252.04,252.04
2025-11-05 15:14:41,Bangalore,MG Road,12.97573271953189,77.59945961832945,94,53,Monsoon Rain,None,189.72,336.48
2025-11-17 10:41:41,Delhi,Noida Sector 18,28.56516757268484,77.32399148751065,60,43,Clear,None,89.53,89.53
2025-11-02 20:36:41,Bangalore,Koramangala,12.93663375473626,77.62592986471259,108,116,Clear,None,263.35,263.35
2025-11-04 06:17:41,Bangalore,Indiranagar,12.969323834382752,77.64011232066652,114,53,Monsoon Rain,None,299.97,645.21
2025-10-26 01:52:41,Bangalore,Koramangala,12.943954701335382,77.61501187426002,83,54,Clear,None,91.4,94.78
2025-11-24 16:40:41,Delhi,IGI Airport,28.555829810897322,77.10261781917788,73,53,Clear,None,234.39,234.39
2025-11-13 03:48:41,Mumbai,Bandra Kurla Complex,19.065448130430894,72.8658165008363,67,38,Clear,None,168.23,212.5
2025-11-25 18:53:41,Delhi,Connaught Place,28.629345921474965,77.2183743483128,103,99,Clear,None,98.21,98.21
2025-11-07 10:07:41,Mumbai,Juhu Beach,19.100767597421832,72.82703034415522,55,54,Clear,None,99.6,99.6
2025-11-12 23:59:41,Delhi,Connaught Place,28.629302944766472,77.21845376151757,66,63,Clear,None,325.39,325.39
2025-11-20 06:32:41,Bangalore,Koramangala,12.93072546414805,77.63125328836915,55,37,Clear,None,132.63,132.63
2025-10-21 20:04:41,Mumbai,Bandra Kurla Complex,19.066817299103352,72.85813356640655,82,47,Clear,None,288.01,358.48
2025-10-24 23:26:41,Mumbai,CSMT,18.942519198166178,72.84175685616849,59,44,Humid,None,181.13,181.13
2025-12-03 18:00:41,Mumbai,Andheri,19.109527996867406,72.86918719337487,97,66,Clear,None,96.89,96.89
2025-10-25 16:12:41,Mumbai,CSMT,18.9417861626377,72.82753926480936,121,75,Monsoon Rain,None,272.11,439.01
2025-10-29 15:26:41,Bangalore,Indiranagar,12.963697082341193,77.64061085682873,53,48,Clear,None,317.14,317.14
2025-12-04 06:48:41,Mumbai,Bandra Kurla Complex,19.063428077470387,72.86540834917909,123,62,Monsoon Rain,None,134.82,267.46
2025-10-18 15:19:41,Delhi,Gurgaon Cyber Hub,28.49066169389934,77.09013728120841,79,71,Clear,None,185.32,185.32
2025-11-02 13:11:41,Delhi,IGI Airport,28.55539657282559,77.10028061024592,77,58,Clear,None,87.48,87.48
2025-12-10 01:55:41,Bangalore,Electronic City,12.839406317127404,77.6831882029103,65,58,Humid,None,369.59,369.59
2025-11-08 15:27:41,Delhi,Saket,28.52416588315115,77.21963321694102,74,42,Humid,None,206.08,260.05
2025-11-08 11:40:41,Bangalore,Whitefield,12.974249410925802,77.7523186636582,186,96,Clear,None,232.31,333.95
2025-10-23 02:44:41,Mumbai,Nariman Point,18.923422491348674,72.83100605677471,73,42,Clear,None,101.87,126.12
2025-10-21 21:29:41,Delhi,Noida Sector 18,28.569208404760865,77.3348918550934,106,83,Clear,None,320.1,320.1
2025-11-06 15:38:41,Bangalore,Electronic City,12.844721883363386,77.67022602912189,72,76,Clear,None,209.94,209.94
2025-12-02 21:14:41,Mumbai,Juhu Beach,19.105614291109564,72.83270452126577,82,57,Clear,None,165.14,165.14
2025-11-17 04:31:41,Delhi,Connaught Place,28.634518563040615,77.22747527721938,101,32,Monsoon Rain,None,211.04,666.09
2025-10-15 21:51:41,Mumbai,Nariman Point,18.92482428595525,72.82385674873599,98,72,Clear,None,303.62,303.62
2025-10-16 19:21:41,Bangalore,Whitefield,12.96721545132445,77.75312747172931,348,378,Clear,Office Rush,397.31,397.31
2025-11-21 14:42:41,Delhi,Connaught Place,28.64053235114191,77.21063604625856,118,65,Monsoon Rain,None,202.63,367.84
2025-11-04 09:27:41,Delhi,IGI Airport,28.557694040687597,77.10784128711082,100,47,Monsoon Rain,None,156.32,332.61
2025-10-15 09:31:41,Delhi,Connaught Place,28.635081267862734,77.21486908808126,77,55,Clear,None,271.88,271.88
2025-12-07 22:08:41,Mumbai,Bandra Kurla Complex,19.067183314702028,72.86468849966616,130,73,Monsoon Rain,None,144.63,257.56
2025-11-18 16:53:41,Bangalore,MG Road,12.974063323383977,77.60574455795839,57,54,Humid,None,343.72,343.72
2025-11-12 18:58:41,Bangalore,Whitefield,12.967459426081309,77.75413084260306,547,227,Humid,Diwali Rush,217.72,415.78
2025-10-14 05:35:41,Mumbai,Andheri,19.110808286915667,72.87933210921985,109,68,Monsoon Rain,Office Rush,315.44,505.63
2025-11-22 03:54:41,Bangalore,MG Road,12.966226418122016,77.60616663311065,73,58,Clear,None,391.06,391.06
2025-12-08 17:01:41,Mumbai,Nariman Point,18.935979752901932,72.8275344009968,53,46,Clear,None,132.7,132.7
2025-11-16 00:17:41,Delhi,Connaught Place,28.634820859091025,77.2150076002767,67,49,Humid,None,236.87,236.87
2025-11-24 16:39:41,Bangalore,Whitefield,12.974577046404837,77.74336047075013,63,53,Clear,None,138.76,138.76
2025-10-16 14:38:41,Bangalore,MG Road,12.97693045976032,77.60907294408389,101,45,Monsoon Rain,None,97.37,218.55
2025-10-14 09:54:41,Bangalore,Indiranagar,12.977138883054142,77.64636318647851,68,60,Clear,None,148.88,148.88
2025-11-22 15:46:41,Bangalore,Koramangala,12.930699201995242,77.63449396283339,76,45,Clear,None,209.82,249.45
2025-12-04 11:18:41,Delhi,Connaught Place,28.63823967583481,77.2190150798315,76,44,Humid,Office Rush,199.63,245.0
2025-12-03 08:36:41,Bangalore,Indiranagar,12.970392180306733,77.64337991011567,61,45,Smog/Haze,None,356.14,356.14
2025-11-11 02:29:41,Mumbai,Bandra Kurla Complex,19.065630373143346,72.87490740629269,98,46,Monsoon Rain,None,104.33,222.26
2025-12-10 23:57:41,Bangalore,Indiranagar,12.970731415385849,77.64858315541173,48,47,Clear,None,299.11,299.11
2025-11-05 18:47:41,Delhi,Gurgaon Cyber Hub,28.493731368194805,77.09331497175967,314,254,Clear,Office Rush,279.48,279.48
2025-10-27 04:05:41,Bangalore,Electronic City,12.841154638637569,77.67669396409549,59,58,Clear,None,169.83,169.83
2025-11-26 22:32:41,Mumbai,Bandra Kurla Complex,19.061577695751726,72.87681102684684,91,29,Monsoon Rain,Office Rush,127.38,399.72
2025-10-16 18:12:41,Delhi,Gurgaon Cyber Hub,28.488171930703004,77.08594405582801,235,192,Clear,None,263.04,263.04
2025-11-27 18:59:41,Delhi,IGI Airport,28.55540792368072,77.09694059183907,151,93,Monsoon Rain,None,270.0,438.39
2025-10-19 04:09:41,Mumbai,Bandra Kurla Complex,19.06907045671029,72.86241687043646,77,48,Clear,None,147.83,163.23
2025-11-17 17:15:41,Bangalore,Koramangala,12.927140248303152,77.62641329280807,63,52,Clear,None,397.42,397.42
2025-10-31 18:31:41,Mumbai,Andheri,19.11040352033841,72.87264542002308,175,82,Monsoon Rain,None,122.86,262.2
2025-11-08 03:33:41,Mumbai,Juhu Beach,19.102038687899604,72.82583330443543,140,48,Monsoon Rain,None,199.36,581.47
2025-11-14 23:10:41,Delhi,IGI Airport,28.558023125234676,77.09700479145353,111,61,Monsoon Rain,None,289.72,527.2
2025-12-04 23:53:41,Bangalore,Electronic City,12.843284777719328,77.67723783611875,121,113,Clear,IPL Match,162.64,292.75
2025-11-18 04:08:41,Bangalore,Whitefield,12.972848638899405,77.75369206147523,77,79,Clear,None,141.96,141.96
2025-11-24 17:01:41,Mumbai,Andheri,19.115649743484862,72.86909580272952,61,41,Clear,None,117.2,117.2
2025-11-16 18:57:41,Bangalore,MG Road,12.975285934831007,77.61528741476987,119,117,Clear,None,162.53,162.53
2025-10-22 08:25:41,Bangalore,Electronic City,12.83605746942777,77.670514861424,151,145,Humid,None,324.35,324.35
2025-11-21 15:59:41,Bangalore,Indiranagar,12.969470465534776,77.64382099901101,72,74,Clear,None,165.51,165.51
2025-10-16 02:42:41,Delhi,Gurgaon Cyber Hub,28.49042364757668,77.0830126412232,60,61,Smog/Haze,None,232.27,232.27
2025-11-03 13:48:41,Delhi,Saket,28.51675606502631,77.21417180803951,56,33,Clear,None,330.7,395.83
2025-12-02 11:22:41,Delhi,Connaught Place,28.62726365018163,77.22333794867293,74,70,Smog/Haze,None,277.4,277.4
2025-11-16 14:41:41,Bangalore,Koramangala,12.937668654221287,77.63306252248405,130,46,Monsoon Rain,None,194.62,550.02
2025-11-21 15:55:41,Bangalore,Indiranagar,12.967915549920107,77.6475029251339,68,63,Clear,None,339.01,339.01
2025-11-17 02:28:41,Bangalore,MG Road,12.972799217537984,77.59538769495805,65,41,Clear,None,266.2,288.93
2025-10-30 16:15:41,Mumbai,CSMT,18.938971591625577,72.83222918703366,103,38,Monsoon Rain,None,253.23,686.38
2025-10-20 05:41:41,Delhi,Gurgaon Cyber Hub,28.490433636747685,77.08323514291425,60,59,Clear,None,175.15,175.15
2025-10-17 08:17:41,Mumbai,Andheri,19.10863525644451,72.86266898310309,62,39,Clear,None,245.72,267.77
2025-11-11 17:56:41,Bangalore,MG Road,12.979782062607672,77.59869841785797,100,74,Clear,Office Rush,305.29,305.29
2025-10-22 07:37:41,Bangalore,Electronic City,12.831736389731239,77.67255352904338,66,36,Smog/Haze,None,239.17,318.9
2025-11-16 12:28:41,Delhi,Saket,28.53233244432055,77.21288361332145,84,51,Clear,None,296.04,339.58
2025-12-08 05:12:41,Bangalore,Whitefield,12.973754932635977,77.7578579184957,62,46,Clear,None,85.46,85.46
2025-12-12 07:34:41,Mumbai,Bandra Kurla Complex,19.07481589458067,72.8707923573382,54,57,Clear,None,125.01,125.01
2025-11-09 14:17:41,Mumbai,Bandra Kurla Complex,19.064506287880977,72.873007173627,75,37,Clear,None,194.34,296.76
2025-11-22 01:09:41,Delhi,Saket,28.524892434426775,77.2185905854922,67,38,Humid,None,150.19,189.71
2025-10-14 12:48:41,Bangalore,Indiranagar,12.967867450591896,77.63768271840271,105,40,Monsoon Rain,None,382.55,1004.21
2025-12-05 04:39:41,Bangalore,MG Road,12.977902409100963,77.5941971550968,116,65,Monsoon Rain,None,358.02,638.93
2025-10-15 02:12:41,Bangalore,Koramangala,12.939742096712001,77.62356618262073,72,64,Clear,None,179.8,179.8
2025-11-12 18:40:41,Bangalore,Whitefield,12.978525157055056,77.7528815297273,240,168,Clear,None,224.43,224.43
2025-10-28 21:38:41,Bangalore,Koramangala,12.93336376765154,77.62442341280817,188,62,Monsoon Rain,None,163.38,495.4
2025-12-06 17:34:41,Delhi,Gurgaon Cyber Hub,28.491682231506292,77.09010493272741,304,197,Monsoon Rain,None,246.42,380.27
2025-10-27 15:17:41,Bangalore,Electronic City,12.841119515568819,77.67244519883633,65,54,Clear,None,275.17,275.17
2025-12-11 04:39:41,Delhi,Gurgaon Cyber Hub,28.491902828286264,77.08517982301049,68,45,Clear,Office Rush,206.91,209.21
2025-12-11 11:35:41,Delhi,Connaught Place,28.63515812417466,77.21749970495324,62,38,Clear,None,166.64,188.57
2025-11-01 03:34:41,Mumbai,CSMT,18.9386755457543,72.82819871415737,84,85,Clear,Wedding Season,91.99,91.99
2025-11-16 09:09:41,Bangalore,Indiranagar,12.97075723739387,77.63593296106548,139,81,Monsoon Rain,None,330.4,566.98
2025-11-25 16:26:41,Delhi,Saket,28.522740031092127,77.22216304253502,60,41,Clear,None,124.36,124.36
2025-10-17 00:00:41,Delhi,Noida Sector 18,28.572463917579476,77.32740415039142,104,32,Monsoon Rain,None,102.64,333.57
2025-11-14 23:12:41,Mumbai,Juhu Beach,19.098187168630208,72.81842046115487,49,48,Clear,None,187.14,187.14
2025-10-29 11:24:41,Bangalore,Koramangala,12.944573669346987,77.63394253292569,93,52,Monsoon Rain,None,237.27,424.35
2025-10-29 04:43:41,Bangalore,MG Road,12.970785319963984,77.61081075775775,51,54,Clear,None,394.44,394.44
2025-10-29 09:01:41,Delhi,Saket,28.530433268687997,77.21114528419326,63,39,Smog/Haze,None,272.85,304.34
2025-10-16 16:51:41,Mumbai,Bandra Kurla Complex,19.06898206799644,72.8638975201412,153,59,Humid,Diwali Rush,217.06,454.35
2025-11-06 16:22:41,Bangalore,Electronic City,12.839753923246919,77.6707762223511,109,38,Monsoon Rain,None,284.76,816.81
2025-10-18 22:44:41,Mumbai,CSMT,18.94934171527974,72.83356286161765,82,67,Clear,None,103.57,103.57
2025-12-05 00:55:41,Delhi,Saket,28.521144277133093,77.21799202913367,54,40,Clear,None,290.39,290.39
2025-11-08 07:01:41,Delhi,Connaught Place,28.627161922078717,77.21973768663507,87,90,Smog/Haze,None,252.49,252.49
2025-10-26 09:08:41,Bangalore,MG Road,12.978333790665129,77.60009253961003,85,80,Humid,None,255.02,255.02
2025-11-06 03:19:41,Delhi,Saket,28.528077570684825,77.21321835084034,68,54,Clear,None,306.07,306.07
